order_id,customer,email,department,quantity,unit_price,city,country,order_date,priority,fulfilled
67,Veronica Guerrero,michaeljohnson@example.org,Petroleum engineer,1604,999.82868211701,South Williamfort,DK,2026-02-07,4020,True
7727,Erica Werner,pjohnson@example.com,Osteopath,9456,3941989550570.78,Molinafort,NL,2026-01-23,7160,False
2399,Anthony Richardson,carlsonadam@example.com,"Production assistant, radio",8640,34043618546038.2,East Jefferyville,HT,2026-05-12,4931,True
5077,Blake Morrison,amandamills@example.com,International aid/development worker,944,77809424186.61,West Justintown,VC,2026-05-14,4750,True
5651,Allison Hardy,amberriggs@example.net,Geochemist,2532,962687518.397265,Beckmouth,GB,2026-05-24,9040,False
3256,Kathy Franklin,pauladelgado@example.net,"Physicist, medical",2715,9.56625597191805,West Nataliemouth,CA,2026-05-01,5015,True
7261,Benjamin Davis,nsalas@example.net,"Engineer, manufacturing systems",3431,66439792640.2481,Lake Andrea,MG,2026-04-17,1078,True
3700,Jared Berg,sarah33@example.org,Agricultural engineer,6737,751332563.156989,New Markside,SM,2026-04-10,9732,True
1139,Micheal Mccann,alisonrobbins@example.org,Passenger transport manager,8987,224206.606647468,Saraside,MT,2026-04-07,8429,True
5441,Renee Watson PhD,rachelhorton@example.org,Broadcast engineer,7191,-1818808.3842211,Grahamshire,TG,2026-03-19,1877,False
5721,Christopher James,rileychurch@example.com,Local government officer,3443,-4.29528259619076,Angelamouth,RO,2026-04-03,9627,True
9019,Miranda Vega,shepherdjulia@example.org,"Therapist, art",863,705.336919914749,Lake Darrell,VE,2026-01-06,7248,True
1271,Christopher Kane,xlee@example.com,Art therapist,7659,819314.52334252,New Tracyside,PH,2026-03-20,9654,False
3124,Mrs. Kimberly Roman,paynemichael@example.net,Secretary/administrator,630,29093935839.6477,Erikashire,NI,2026-01-05,735,False
2103,Emily Jordan,angel58@example.org,"Accountant, chartered management",6717,-6823577321.69494,Escobarton,MV,2026-03-18,4299,False
9975,Steven Reynolds,janicecoleman@example.org,Retail buyer,733,-1.41342836774825,Combsport,ME,2026-04-22,7932,False
8672,Mr. David Park,brendagutierrez@example.org,Communications engineer,1729,63944220839782.9,Lake Diana,VA,2026-05-16,9421,False
7816,Jose Garner,tracylambert@example.net,Retail buyer,7071,-99128.8135278317,Harmonton,FM,2026-03-10,2016,True
4895,Linda Hobbs,omedina@example.net,Audiological scientist,393,-3.68665474125888,Padillaside,PW,2026-03-09,554,True
7546,Chad Wagner,jacksonemily@example.net,"Radiographer, diagnostic",1675,58388.626331974,Mendozaton,TZ,2026-03-22,6332,True
2609,Debbie Mason,tinamccoy@example.com,Magazine features editor,1942,469040850.114501,West Candicehaven,SK,2026-05-22,9172,True
5427,Sara Morton,roseduran@example.net,Communications engineer,8134,-708.30265097748,Port Danielbury,SZ,2026-03-22,6164,False
915,Wanda Torres,rdillon@example.org,"Engineer, automotive",3028,-29568019669.9078,South Sharon,IL,2026-03-08,120,False
9499,Christopher Guerrero,christina28@example.org,Probation officer,8224,-392638188194.29,East Darrenburgh,SD,2026-02-20,3824,True
6734,Shannon Lopez,austinmichael@example.net,"Editor, film/video",9453,5559198172.36139,Joseport,CZ,2026-04-16,9084,True
3959,Michael Houston,stefanie14@example.org,Biomedical scientist,2375,932373284950.94,West Katrina,GR,2026-03-29,9810,False
7600,Richard Morris,wbrown@example.org,"Programmer, systems",6673,-989795.542169887,East Michaelview,UY,2026-01-24,8026,True
7743,Raymond Anderson,karla29@example.net,"Psychologist, educational",1321,-5.57768870592673,South Glenn,ML,2026-02-23,6635,True
384,Rose Gonzalez,deckeralec@example.com,Editorial assistant,8802,-907749.47005533,Klinechester,PW,2026-02-28,3982,True
8333,Deanna Simon,watsonmark@example.org,Warehouse manager,3122,93.5815304612115,Robertshire,EC,2026-03-25,8666,False
1955,Robert Anderson,julie90@example.com,Clinical biochemist,8917,-7477991.37816354,Gardnershire,TH,2026-02-26,6723,False
1837,Philip Davis,michellejohnson@example.com,Lobbyist,6593,-96653789.5405995,East Ryanport,BB,2026-03-20,7340,False
7804,Kimberly Holmes,reedjennifer@example.com,"Psychologist, counselling",8902,60246165271.9277,Anneborough,NZ,2026-03-25,5848,False
1771,Brianna Estrada,navarrojennifer@example.net,"Surveyor, mining",607,-601084.764494372,Joelborough,BI,2026-04-20,9576,False
3521,Mathew Wilson,john75@example.com,Human resources officer,5708,8.46459724405073,Goldenport,TL,2026-05-03,5580,False
3273,Kathryn Matthews,laurie52@example.org,"Designer, industrial/product",4703,5.20234789110434,Jordanbury,BN,2026-01-17,2653,True
901,Carrie Yates,michael26@example.com,Civil Service administrator,9335,253.547998427582,Thomastown,PA,2026-01-02,9898,True
877,Brent Morgan,wwalton@example.com,Architectural technologist,1124,358328845724.9,Lake Paulberg,KN,2026-05-26,2737,True
8224,Pamela Mack,christine23@example.net,Archivist,3616,-2386766.58304741,East Aaronburgh,LY,2026-01-28,878,False
6250,Molly Clark DVM,umurphy@example.net,Chief Financial Officer,8405,962.940346013046,New Victoriafurt,EC,2026-03-23,2913,True
3560,Aaron Morris,dannyjimenez@example.org,"Sales professional, IT",6218,752157919.748286,Jonesshire,CZ,2026-01-27,9930,True
6199,Dawn Becker,stewartelizabeth@example.org,Operations geologist,3363,-721.922104389347,Lake Jerry,IL,2026-04-23,3630,False
1033,Michael Gibson,connor92@example.net,Video editor,6355,9959178632462.94,South Alvin,VN,2026-02-06,9785,True
9507,John Hughes,vhart@example.com,Visual merchandiser,6827,9963144754179.99,North Gavinberg,CD,2026-04-30,774,False
2224,Tammy Flores,raymondrubio@example.com,Restaurant manager,7074,8928.6359840063,Port Crystal,TJ,2026-01-14,5460,False
8046,Misty Washington,sayers@example.net,IT sales professional,5319,-786637.430371852,Anthonyland,GB,2026-04-08,154,False
670,Nicole White,michael22@example.com,"Nurse, adult",8638,-72497.7780108374,New Laura,NO,2026-05-18,903,True
3673,Jeff Mullins,wagnersierra@example.org,"Editor, magazine features",902,259760103.202632,New Davidview,LK,2026-03-24,2171,False
6639,Natalie Anderson,smithandre@example.net,Associate Professor,1676,-953010.167361114,Port Paulberg,TO,2026-02-12,1641,True
3140,Michael Snyder,crystalhoffman@example.com,Ambulance person,3184,-381316.98197662,New Paulborough,TT,2026-04-19,4863,True
9525,Christy Hill,edward66@example.org,Press sub,7605,-84910114.3328987,East Wanda,SO,2026-04-22,3960,True
3300,Angela Russell,bmullins@example.com,Sports coach,976,566539.134601308,Christineburgh,MD,2026-03-02,309,True
8789,Dawn Hughes,monroedennis@example.com,Marketing executive,4990,-0.42502332537129,Aaronside,NG,2026-01-09,39,False
5659,Mr. Andrew Ali,elizabeth27@example.org,Industrial buyer,5941,-814246162249.355,Lake Micheleton,TH,2026-04-28,6668,False
7009,Trevor Mitchell,pamela18@example.net,"Therapist, art",1999,623.76943440509,Claudiaside,BO,2026-02-03,5347,True
4655,Christina Miller,yshelton@example.net,"Biochemist, clinical",9530,7.88586904970922,Heatherville,GR,2026-02-28,114,False
5429,Kim Gaines,mary65@example.org,"Engineer, building services",4130,-5.14082133202345,North Michaelhaven,AG,2026-03-26,862,True
5281,Kim Webb,sheila30@example.com,Tour manager,8276,-836510335.243329,New Sandra,NP,2026-01-01,7940,True
6680,Jason Walker,kathleenlawrence@example.net,Musician,3890,80705.9561243708,New Matthew,SV,2026-01-15,7578,True
6665,Amy Silva,michael30@example.com,Risk analyst,7576,-666831721.210503,Georgeburgh,BO,2026-03-02,9750,False
4846,Thomas Blake,pamelasmith@example.net,Operational investment banker,6957,61185863244310.9,Ronaldfort,WS,2026-05-15,3957,False
3872,Justin Lyons,ocontreras@example.net,Occupational psychologist,5454,931956773461.778,Franciscoburgh,LC,2026-03-16,9258,True
1563,Jason Torres,thomasbrian@example.com,Call centre manager,9652,-8.69729172033369,New Michael,NL,2026-04-24,1546,True
95,Jason Collins,grantjones@example.org,Insurance broker,5539,-4945.39463487814,East Matthew,PS,2026-04-03,6842,False
6620,April Butler,kingkatherine@example.net,"Psychologist, occupational",407,552836295.54521,Samanthaberg,MV,2026-01-13,5630,True
6949,Zachary Costa,qwoods@example.net,"Geneticist, molecular",4999,3748510927.65183,North Benjaminside,BH,2026-02-16,254,True
4786,Gregory Bell,kevinmeyer@example.net,"Editor, commissioning",5565,7064.36904060643,New Aaron,NI,2026-03-31,2439,True
754,Mary Davis,stephensaustin@example.org,Quality manager,8849,-626969688752.642,East Jodi,SB,2026-02-24,6115,False
3867,Larry Wilson,mmarshall@example.com,Research scientist (medical),6960,-20.44357779559,Danieltown,GR,2026-01-28,9860,True
4158,Taylor Green,taylormelanie@example.org,Gaffer,3094,881625890.886388,Carterfurt,MY,2026-03-30,4940,True
9023,Jorge Campos,scoffey@example.com,Ship broker,903,38267181090.336,Thomaschester,BS,2026-03-02,8941,True
7385,Andrea Swanson,diazclifford@example.com,"Buyer, retail",636,70.960655404639,Lake Samanthastad,LS,2026-03-09,6120,False
6753,Cynthia Miller,vanessarose@example.net,Nature conservation officer,4861,5814.46036179092,West Eric,GH,2026-03-15,7398,False
7829,Joseph Schultz,carpenteramanda@example.com,Educational psychologist,4716,700080317403.603,Charlesbury,CU,2026-04-05,8461,True
3609,George Powell,blakesusan@example.org,"Psychologist, occupational",3199,-7668175787.92013,Port Apriltown,LK,2026-04-24,7158,False
5370,Patricia Colon,pwhite@example.com,Banker,4263,58.5848810445292,Lake Amy,IR,2026-03-23,1440,True
3847,Nicole Yang,tannerbenton@example.org,"Psychologist, sport and exercise",2577,60.6356216896162,Sullivanville,PE,2026-02-27,2153,True
